,carat,cut,color,clarity,depth,table,price,x,y,z
53026,0.61,Ideal,G,IF,61.8,52.0,2601,5.46,5.55,3.4
53076,0.59,Very Good,G,IF,60.9,57.0,2611,5.38,5.42,3.29
53079,0.59,Ideal,G,IF,62.5,57.0,2611,5.34,5.38,3.35
53186,0.59,Very Good,F,IF,59.9,63.0,2632,5.44,5.47,3.27
53250,0.5,Ideal,F,IF,62.0,55.0,2645,5.09,5.13,3.17
53335,0.62,Ideal,G,IF,62.2,54.0,2655,5.46,5.51,3.41
53346,0.57,Ideal,F,IF,61.3,56.0,2656,5.32,5.36,3.28
53368,0.53,Ideal,F,IF,61.3,57.0,2658,5.19,5.21,3.19
53371,0.61,Ideal,G,IF,62.3,56.0,2659,5.42,5.46,3.39
53456,0.48,Very Good,D,IF,60.6,55.0,2677,5.08,5.12,3.09
53488,0.53,Ideal,F,IF,61.3,57.0,2682,5.21,5.19,3.19
53606,0.71,Ideal,I,IF,61.7,59.0,2701,5.7,5.74,3.53
53748,0.56,Very Good,E,IF,59.9,60.0,2724,5.31,5.38,3.2
53790,0.54,Ideal,F,IF,62.2,54.0,2729,5.24,5.27,3.27
53792,0.51,Ideal,F,IF,62.5,54.0,2730,5.12,5.16,3.21
53811,0.52,Ideal,F,IF,61.7,57.0,2733,5.13,5.17,3.18
53887,0.52,Ideal,F,IF,61.5,57.0,2749,5.15,5.19,3.18
53911,0.57,Premium,E,IF,59.8,60.0,2753,5.43,5.38,3.23
